83 2193
23 66 49
31 79 5
82 53 45
49 3 86
20 53 50
38 80 92
19 62 98
36 76 93
73 46 15
8 72 11
52 35 48
20 47 86
16 79 44
25 26 63
43 29 55
20 68 26
63 36 95
45 8 93
66 24 39
54 11 25
39 36 65
58 26 62
33 69 54
36 42 19
71 29 33
72 37 78
68 67 96
25 8 76
62 60 61
9 8 65
12 51 85
67 28 17
43 51 7
4 23 0
79 72 17
52 66 38
14 54 33
37 39 26
63 16 72
67 7 53
48 18 74
34 63 62
31 1 48
6 73 42
69 0 82
14 22 45
54 78 41
60 79 46
35 53 37
37 23 5
52 35 92
77 36 47
59 75 67
58 73 45
32 26 4
14 35 53
13 67 71
82 76 48
43 10 25
38 13 67
57 55 98
65 3 17
53 18 70
37 27 89
59 70 59
35 62 52
34 50 98
50 21 85
70 27 43
52 32 47
79 26 43
23 73 36
40 0 17
48 15 95
30 10 92
12 66 42
0 56 44
44 33 49
14 15 6
11 48 58
5 3 36
69 25 83
53 45 62
74 1 68
46 68 36
80 59 76
48 73 51
56 75 54
60 54 51
55 12 6
30 44 48
19 17 48
39 3 69
6 0 3
75 46 45
26 47 3
16 44 98
58 48 91
50 79 0
22 78 85
17 44 78
41 17 98
55 27 77
52 2 62
45 72 45
64 55 24
54 76 31
18 15 49
44 81 48
31 26 78
24 30 55
0 31 21
28 3 14
41 72 27
76 25 55
18 19 87
82 28 61
73 69 75
28 50 11
36 12 58
57 52 62
63 29 3
39 14 15
59 16 7
42 71 43
2 46 0
74 68 65
57 34 15
25 41 68
33 71 31
74 78 43
22 42 11
4 63 52
9 77 98
1 69 58
9 50 66
22 66 46
34 69 68
60 22 86
34 69 58
70 45 49
82 6 10
65 35 96
36 82 60
78 22 88
0 59 53
47 46 20
25 50 0
17 75 64
9 67 71
30 62 59
44 26 25
56 54 23
36 78 77
69 34 19
24 39 65
46 12 38
55 12 4
73 5 82
46 33 74
63 75 91
55 38 65
71 58 42
78 11 64
34 3 84
66 73 44
74 27 1
35 76 63
39 34 30
74 73 94
18 46 60
66 75 2
72 11 79
80 45 1
31 27 48
26 49 46
57 75 54
15 68 26
32 29 20
72 4 40
18 73 41
52 4 67
48 62 52
6 46 21
0 28 93
58 32 58
33 82 5
37 18 51
57 78 43
64 78 24
4 18 86
45 30 92
41 54 13
76 42 13
58 44 77
68 2 26
19 47 51
11 30 71
46 53 81
66 10 44
43 59 74
47 37 37
35 21 17
47 75 22
16 76 93
48 28 92
43 78 35
29 38 10
25 58 97
8 60 77
65 2 50
53 6 16
25 12 22
10 38 64
42 37 21
22 77 85
57 39 27
66 16 79
26 29 95
55 13 72
25 32 72
29 12 24
29 44 82
11 10 64
27 22 85
22 78 96
15 27 64
67 56 2
33 14 52
12 57 98
21 32 1
72 46 71
39 17 99
78 25 1
23 49 20
6 18 81
44 71 76
63 36 64
69 13 1
77 70 54
48 59 9
26 27 84
9 64 79
31 78 72
47 12 55
33 28 12
14 52 28
49 31 24
35 74 17
41 69 50
23 46 12
72 69 54
15 33 66
29 36 50
20 79 7
5 71 85
77 71 47
17 59 58
29 79 72
35 78 86
23 78 72
38 45 70
62 12 29
36 62 72
73 39 27
74 30 42
5 4 50
42 47 41
39 38 14
61 77 54
21 65 35
53 41 96
28 58 80
39 3 12
81 37 65
35 14 86
75 81 47
34 73 97
73 70 78
30 34 85
34 65 55
22 35 76
44 70 30
66 59 85
36 52 95
44 56 62
14 75 79
64 16 44
15 78 74
18 66 15
24 75 7
1 29 13
35 36 89
45 48 25
39 40 21
76 57 46
8 16 82
43 15 96
52 59 34
75 20 33
5 0 37
2 50 74
28 50 77
55 19 36
59 67 77
29 19 42
34 64 81
66 10 77
58 73 4
39 64 80
80 16 92
36 56 39
80 36 60
2 43 84
41 20 57
27 41 63
14 58 30
6 20 13
10 55 34
20 50 46
75 1 12
47 48 21
82 60 48
43 59 97
76 59 19
42 46 90
7 18 37
28 16 79
57 22 71
72 17 79
14 16 39
17 28 23
18 2 74
13 18 2
2 34 88
79 58 6
76 55 58
12 69 12
53 15 0
0 51 36
52 4 31
25 61 79
15 64 52
41 65 48
27 66 17
17 81 12
7 17 87
57 12 97
46 1 2
20 24 32
38 14 60
0 22 31
25 31 6
63 56 76
46 57 27
29 78 80
37 34 26
31 37 92
14 34 39
44 69 73
52 54 77
2 75 60
33 54 62
62 20 13
49 23 33
82 46 94
42 70 40
9 64 36
81 36 77
22 18 60
0 68 85
17 32 39
69 54 98
35 50 3
57 29 4
56 41 45
13 16 34
81 1 93
25 71 39
39 11 58
41 10 4
1 63 28
48 64 93
75 5 47
72 5 62
55 9 35
26 10 80
79 61 5
37 9 63
75 34 32
63 8 33
25 22 0
9 17 35
5 44 98
77 54 23
1 56 88
17 29 41
16 82 76
31 2 75
61 14 75
42 49 51
72 76 65
65 17 22
32 76 81
23 17 43
55 2 30
47 70 53
20 17 33
4 11 35
48 62 73
47 63 22
74 67 95
11 52 0
75 76 74
3 31 5
18 81 92
76 43 13
28 33 93
75 20 6
9 26 63
73 66 7
28 8 91
27 56 70
43 16 22
4 43 61
81 13 63
8 58 80
38 2 81
61 58 69
66 19 45
7 22 45
48 26 9
20 80 15
29 50 94
36 63 60
59 43 9
34 82 50
8 49 60
76 53 93
55 76 59
28 82 33
75 50 0
59 70 97
61 37 31
53 28 40
77 70 26
19 81 51
31 9 82
61 80 54
8 42 52
82 25 98
80 45 65
11 69 72
41 66 36
71 66 7
0 44 75
75 64 72
30 3 36
19 8 31
8 23 62
56 51 93
67 19 64
20 1 25
3 20 42
10 67 52
38 22 11
49 65 54
33 63 45
23 45 79
22 63 70
28 7 69
2 10 55
6 37 21
6 46 2
53 71 99
64 32 64
10 82 45
49 81 69
77 54 21
49 73 13
75 29 61
34 15 5
4 25 73
4 67 8
71 49 92
2 43 30
39 11 95
68 10 89
82 8 33
56 48 26
41 22 40
26 67 39
71 12 50
78 37 31
23 7 59
70 71 85
10 41 42
73 68 93
75 46 67
48 28 33
39 12 74
5 32 9
32 82 4
7 18 28
44 39 58
43 55 75
40 42 22
82 69 94
74 80 81
28 47 4
8 10 88
17 8 27
9 76 95
40 78 12
77 63 8
56 55 3
41 52 89
78 1 35
57 26 92
56 18 94
1 6 69
13 61 3
1 32 72
39 81 51
11 66 56
11 79 51
25 11 4
59 30 5
50 13 81
82 5 68
72 32 85
34 16 7
54 4 99
72 5 89
38 25 17
52 80 69
66 14 44
14 45 22
82 62 8
18 41 59
15 23 51
5 25 54
64 51 39
2 57 71
32 36 32
50 51 11
56 40 56
21 67 96
16 79 42
45 34 98
32 24 6
51 42 97
35 81 16
28 12 66
67 10 35
20 65 1
21 50 16
2 49 99
25 53 84
56 57 7
43 60 95
22 68 52
76 75 82
21 80 58
76 50 51
64 58 79
50 14 56
15 65 8
24 77 75
61 52 9
47 54 16
17 28 33
32 21 81
9 66 86
64 42 79
48 55 32
60 45 93
38 76 32
72 49 40
38 82 4
65 6 54
54 56 18
31 13 61
74 78 44
27 62 86
3 10 52
41 72 91
51 73 4
29 72 95
46 49 90
25 18 87
29 18 61
33 43 38
48 34 82
16 49 62
52 46 2
69 7 87
79 47 56
67 51 77
64 53 14
47 44 83
9 12 98
56 67 8
54 43 99
46 74 82
39 74 98
2 48 42
73 37 26
42 4 8
44 9 88
37 24 87
69 70 98
11 29 10
71 18 86
81 10 47
60 74 38
18 23 22
18 70 19
65 53 74
17 20 59
10 6 73
20 0 50
26 34 50
47 38 71
74 31 46
30 42 80
22 81 42
4 37 80
18 15 24
72 63 44
74 32 34
26 21 38
42 36 33
38 68 19
42 81 58
47 68 12
12 14 30
34 27 1
76 18 92
62 15 31
56 55 86
40 56 60
37 16 42
6 49 56
26 15 9
75 10 7
53 63 34
47 6 37
11 53 54
21 82 58
37 32 67
47 37 36
42 5 9
14 78 81
54 40 52
50 38 45
27 8 24
74 51 82
57 53 56
17 52 90
61 45 22
57 21 53
47 54 98
66 75 64
75 61 98
63 78 35
55 0 49
43 25 84
80 58 90
81 63 55
17 11 36
75 53 40
8 68 42
16 81 30
35 32 31
27 41 97
19 5 96
39 51 30
59 41 21
66 4 58
12 16 74
53 25 22
38 68 23
76 12 15
7 13 48
25 57 40
64 48 50
63 35 32
54 72 70
24 40 24
76 25 8
16 61 1
24 67 1
19 53 97
1 21 77
66 8 31
21 42 57
46 30 43
31 16 93
38 67 33
19 47 98
49 68 40
66 68 31
13 47 81
58 74 68
21 60 71
19 56 65
37 28 49
48 72 10
9 24 30
81 22 30
38 6 78
29 18 96
64 27 76
44 62 57
42 19 53
60 48 21
68 55 25
55 36 68
32 72 45
63 22 19
74 10 63
73 38 70
47 33 13
26 7 89
2 38 97
45 77 79
32 27 27
79 33 60
38 48 34
49 16 56
32 30 66
9 66 74
18 53 55
65 27 35
5 63 17
9 82 96
39 8 33
13 9 76
6 68 97
15 9 91
20 46 78
80 19 45
62 10 13
28 7 11
41 51 31
50 39 31
70 14 63
29 66 10
1 35 26
28 27 70
75 26 90
23 70 18
33 56 33
54 15 22
55 25 91
68 64 23
82 10 62
11 73 63
43 18 35
29 22 41
58 7 93
39 30 31
24 39 91
3 48 61
81 16 89
37 64 55
28 45 19
10 5 59
27 5 52
40 44 99
79 57 66
6 70 52
9 47 40
76 68 3
40 73 12
61 80 27
54 65 10
62 4 39
40 27 36
43 16 51
23 2 98
26 7 30
63 65 25
66 38 52
60 15 14
5 6 6
21 70 20
36 2 70
52 5 89
43 63 68
47 43 67
70 47 43
35 72 0
82 41 4
26 14 19
80 79 11
35 55 67
63 35 61
29 63 96
12 58 86
8 34 38
0 21 31
71 36 55
73 65 83
42 20 6
21 73 73
2 71 48
33 40 81
65 57 99
12 9 47
51 25 5
4 28 72
61 77 33
63 16 88
22 20 87
67 66 23
80 51 47
60 73 62
42 24 7
1 34 0
27 46 2
56 76 75
12 62 75
29 31 40
43 50 42
71 40 18
30 61 80
50 58 83
22 56 34
65 31 48
20 56 11
63 47 48
5 67 9
63 22 13
44 35 91
37 49 75
7 48 24
69 4 8
35 23 78
61 59 96
42 34 38
69 60 19
52 26 81
3 24 83
7 80 87
78 58 55
64 6 38
70 79 85
65 75 93
37 35 28
22 37 9
79 6 93
56 53 92
59 43 8
30 52 86
33 49 68
22 24 51
70 18 71
2 59 17
35 76 38
51 66 33
51 2 96
71 77 61
57 22 59
43 18 95
13 21 27
23 34 88
23 9 61
30 73 82
24 10 99
7 15 57
64 29 69
9 66 69
27 29 86
47 11 19
66 53 14
37 14 7
63 0 52
70 55 2
15 82 96
34 53 31
82 79 25
48 75 48
44 76 91
70 11 96
69 40 96
35 7 97
61 25 83
40 75 56
66 76 45
61 62 36
14 59 36
16 79 94
4 76 30
75 4 58
13 70 24
71 35 44
55 52 74
25 5 17
5 45 77
45 10 32
38 6 35
38 49 90
22 31 78
60 72 30
27 8 54
0 29 29
12 69 49
35 17 87
64 37 49
59 62 34
1 17 55
47 79 81
12 72 77
16 1 73
16 15 40
63 47 50
20 70 90
59 68 23
79 25 57
35 5 28
31 60 37
64 1 48
45 48 80
37 10 71
65 29 1
79 37 37
59 14 64
12 56 91
11 23 46
42 73 70
19 65 83
78 11 73
76 74 82
49 80 57
71 38 77
32 55 44
42 74 82
51 69 98
55 28 49
27 15 5
17 38 69
9 59 55
0 36 75
11 75 7
23 71 88
10 14 33
20 58 85
82 39 10
57 31 67
23 67 49
45 35 51
27 45 79
4 72 51
78 3 17
65 24 67
9 30 29
42 71 65
31 48 54
80 26 14
60 21 95
17 44 52
10 17 28
4 38 56
75 77 95
53 45 91
31 73 57
28 7 39
40 0 51
75 52 41
2 76 2
26 21 90
4 73 40
53 42 2
66 21 20
45 49 91
74 80 20
32 14 53
58 11 40
21 44 19
66 29 66
20 63 49
53 49 94
43 39 62
24 63 14
62 25 91
64 67 51
54 70 51
78 58 42
68 49 52
19 75 53
2 71 86
18 68 26
42 48 28
10 78 97
35 61 23
67 49 51
62 55 2
79 38 85
67 18 79
40 26 54
70 67 64
31 54 28
51 80 83
6 68 32
16 38 79
16 78 80
30 53 22
72 60 54
47 31 91
75 65 43
68 66 57
42 2 23
67 42 72
65 82 89
17 41 46
30 3 11
7 4 96
3 35 27
40 79 66
29 45 28
82 76 80
24 60 62
64 72 99
74 70 96
52 80 76
31 28 52
29 80 47
51 54 20
58 53 80
60 18 48
75 2 19
23 15 89
17 29 8
64 5 98
80 62 53
8 6 74
56 54 18
67 65 37
49 19 78
66 3 22
66 65 62
76 42 18
22 32 27
80 40 85
25 31 85
17 30 55
58 49 3
37 2 32
81 2 15
0 6 54
32 5 87
56 32 32
59 8 69
6 38 68
1 49 2
52 31 93
36 1 22
31 57 98
30 61 61
45 18 4
62 69 89
62 66 2
49 62 40
13 35 91
29 72 85
17 2 76
79 38 32
18 38 56
65 50 21
8 25 0
70 73 17
70 20 65
42 17 59
49 63 64
74 5 2
11 57 8
5 34 96
46 66 20
28 65 51
29 9 86
4 40 97
5 54 49
71 42 67
63 56 27
54 18 18
35 76 11
34 78 88
68 72 12
69 73 56
58 60 35
12 16 25
65 75 65
17 25 41
53 31 5
77 54 15
64 30 43
79 71 12
66 10 16
54 64 99
17 27 83
36 28 14
77 21 19
6 16 32
56 15 93
67 43 49
48 33 24
22 1 65
29 34 6
20 50 36
23 0 79
6 13 19
77 6 4
49 73 84
24 75 93
24 14 73
8 39 64
33 7 30
36 35 81
24 2 56
65 63 16
55 80 18
13 24 50
33 55 44
33 4 2
70 6 56
16 2 44
58 33 48
82 37 94
4 47 2
69 61 96
76 38 48
14 17 39
70 22 95
12 5 69
36 15 71
47 79 55
46 27 40
72 29 74
63 81 21
57 70 29
44 80 78
16 2 35
22 55 40
25 36 92
12 34 91
63 30 53
60 34 73
78 61 26
51 72 64
8 55 18
39 8 53
33 9 48
47 65 9
58 9 31
81 20 84
18 31 53
16 5 9
35 10 63
25 35 63
29 7 93
72 64 32
64 44 61
18 38 9
48 51 59
10 12 83
20 23 17
75 78 39
53 46 98
66 78 69
78 39 24
43 60 37
62 51 58
34 46 96
53 43 31
11 76 26
10 20 27
55 3 51
30 22 91
36 61 41
76 69 85
17 64 92
52 14 35
81 59 66
81 71 35
55 76 46
6 35 57
44 22 19
30 6 68
5 56 64
34 30 19
25 59 11
3 58 79
58 50 89
20 9 2
66 60 98
43 20 67
45 17 32
6 81 74
32 50 75
51 55 73
64 57 69
49 71 58
41 1 23
58 21 50
25 73 30
56 23 74
64 23 87
38 40 73
46 6 4
8 36 3
21 24 33
61 22 72
75 16 37
14 37 26
67 30 17
45 10 71
22 67 81
23 21 7
3 53 53
78 80 13
60 73 53
7 58 33
4 56 60
6 22 52
63 23 89
51 25 80
51 70 94
55 59 76
34 16 61
57 23 52
79 56 27
53 31 55
82 69 14
39 4 72
44 46 65
7 56 92
2 22 93
39 35 72
73 61 14
57 18 77
31 61 11
13 29 11
52 1 5
19 18 63
42 18 11
10 64 20
70 64 64
31 74 6
12 44 92
36 69 31
37 15 51
70 72 76
26 2 62
60 68 93
65 13 64
47 66 4
16 68 11
61 63 22
65 67 71
5 66 4
7 56 74
43 38 83
74 17 12
67 3 81
37 7 69
42 34 91
44 58 7
25 63 16
73 35 39
59 13 65
77 18 96
50 61 80
16 56 21
4 43 45
8 42 23
26 76 66
36 15 81
45 73 32
18 48 17
28 64 63
29 58 97
6 24 43
35 45 83
11 18 64
25 73 86
32 50 72
79 20 31
17 62 16
47 79 65
31 49 51
57 60 2
11 42 98
44 0 7
12 52 45
30 28 37
36 10 90
9 54 45
23 43 62
27 49 55
80 60 52
76 72 59
57 51 53
71 30 29
13 26 16
51 7 26
8 77 69
52 60 24
42 46 40
0 73 17
7 51 71
8 35 1
6 19 11
52 12 57
22 65 36
49 14 31
33 78 74
58 81 50
74 54 0
31 32 18
35 2 46
31 18 33
23 52 21
65 59 68
71 18 79
43 28 32
57 65 15
14 56 48
38 79 68
37 23 33
81 69 68
42 3 19
50 65 72
26 61 22
4 0 89
13 40 55
46 68 3
50 0 60
33 56 28
45 3 27
0 78 66
51 27 63
53 63 84
9 60 37
42 69 82
40 12 77
11 73 47
2 7 9
33 77 96
58 50 87
80 61 38
75 25 70
43 29 83
49 37 79
20 1 4
77 57 63
78 5 57
68 53 38
1 61 5
35 3 88
79 59 39
62 72 83
65 47 42
81 28 97
79 60 45
37 46 72
11 56 36
17 78 41
82 25 59
23 71 22
65 48 42
47 42 53
35 6 87
22 57 22
51 82 11
64 62 53
23 37 36
8 58 4
80 47 59
19 26 99
55 15 15
54 43 0
68 22 58
61 49 86
42 16 81
27 22 36
31 56 20
25 44 12
66 12 13
56 47 92
66 41 21
31 73 91
53 70 30
70 25 94
22 13 76
31 65 39
42 75 4
75 55 57
69 42 85
25 64 56
27 67 16
12 21 16
2 26 67
69 41 5
62 38 93
66 2 41
81 4 44
71 72 71
14 11 15
74 68 26
62 77 14
45 57 9
1 31 86
67 23 10
75 26 53
17 53 77
77 13 81
10 37 2
33 75 94
3 61 71
12 3 30
16 46 50
65 19 19
18 46 82
57 0 87
13 59 38
22 23 15
41 79 20
45 24 35
71 4 50
26 18 46
49 4 47
52 45 76
36 40 31
2 72 97
25 1 54
77 64 49
42 11 12
13 49 31
66 69 34
75 76 72
26 56 58
82 62 4
82 57 19
2 64 1
22 1 15
31 38 64
13 3 39
15 30 71
40 55 17
12 20 33
54 55 22
73 10 87
7 35 91
54 25 54
36 43 47
62 11 87
60 32 97
34 35 7
44 38 63
25 1 53
77 15 50
18 66 22
52 20 12
22 25 78
7 21 40
65 81 23
62 26 61
44 30 7
44 81 28
23 36 41
61 3 29
22 72 42
66 44 23
64 53 53
52 64 62
9 43 97
13 69 57
10 77 12
30 33 97
8 40 47
75 78 56
55 40 74
53 71 68
36 68 89
18 25 21
35 25 81
65 51 35
37 75 25
22 77 8
65 67 21
77 66 68
40 65 67
6 17 2
47 80 89
0 53 22
49 16 64
70 37 93
74 79 26
19 43 70
55 39 11
32 78 86
19 37 12
34 27 85
32 43 67
66 34 23
81 7 83
63 21 45
77 53 87
69 73 76
17 29 93
70 61 59
56 18 10
10 2 8
6 73 6
4 5 50
41 69 95
60 76 3
26 62 20
73 69 31
57 7 65
63 73 39
54 16 8
64 5 64
58 80 84
17 21 60
15 70 43
47 33 83
76 44 95
25 71 99
63 62 3
70 53 43
31 24 22
57 61 55
68 52 70
34 47 35
10 41 17
71 23 83
43 29 4
54 15 33
35 13 11
4 66 57
72 6 35
80 50 1
68 18 85
32 80 69
0 70 65
8 27 67
60 26 46
74 26 85
58 46 4
61 63 53
22 17 39
79 56 73
13 31 42
59 8 90
79 43 97
29 5 42
76 16 64
12 46 81
76 42 20
81 28 29
40 64 99
13 40 51
55 63 52
53 49 46
12 69 75
24 20 65
3 56 38
29 57 2
60 51 1
57 64 97
5 71 60
42 80 23
37 50 7
81 52 62
59 66 34
66 33 10
34 28 99
18 72 75
73 38 65
34 35 8
62 74 0
78 44 14
16 64 83
57 81 7
33 27 29
28 55 3
80 37 13
50 11 71
6 44 9
79 24 73
56 47 41
42 36 69
44 33 89
63 79 31
65 13 60
51 62 51
27 25 85
47 76 88
53 59 60
2 32 22
36 6 41
42 70 89
59 35 51
24 68 93
78 13 28
59 34 48
72 51 38
40 20 4
15 10 75
13 21 63
60 70 77
7 28 62
25 20 84
51 21 98
72 8 81
35 21 40
33 25 82
80 47 6
4 37 33
7 68 46
6 54 29
26 48 51
51 67 39
20 76 68
9 19 19
37 66 45
36 43 55
31 54 62
14 32 10
24 0 60
53 30 37
18 28 28
2 71 78
62 5 42
38 62 40
73 62 12
81 53 66
78 41 39
53 60 51
23 73 76
75 13 79
4 79 54
58 7 79
29 45 44
73 4 97
48 9 18
8 78 88
14 31 7
33 54 4
7 14 96
2 21 35
49 68 13
23 55 44
11 32 0
69 71 79
3 73 34
56 28 79
8 31 9
32 79 68
26 50 28
35 27 88
61 51 32
33 53 78
50 82 28
2 80 64
8 43 93
47 32 96
62 12 3
7 61 61
54 22 91
64 73 84
57 7 27
24 0 70
52 50 44
18 48 54
47 22 44
46 79 3
19 46 73
79 19 20
0 67 70
10 42 26
42 23 43
67 74 50
13 55 33
49 21 82
52 47 57
55 18 84
55 58 3
36 80 51
7 31 95
66 61 61
37 74 47
30 78 95
27 23 73
11 45 41
56 78 23
53 20 17
51 47 70
55 66 68
81 56 80
2 58 89
8 2 1
69 62 83
71 58 25
55 40 15
10 19 94
41 59 38
40 47 93
62 2 35
0 68 0
0 51 24
37 66 26
74 77 73
53 21 70
78 71 92
39 48 79
19 67 96
35 61 17
3 52 99
10 48 60
71 62 87
54 22 13
23 22 5
16 81 2
81 2 52
56 54 71
48 28 2
41 40 74
2 52 23
64 47 40
37 66 71
52 62 14
32 82 33
77 35 52
25 81 74
67 20 76
29 39 9
78 16 24
71 4 25
57 51 36
8 13 54
16 45 41
71 43 13
45 31 64
25 7 16
60 40 75
5 54 96
62 70 27
71 56 37
37 12 95
64 53 32
75 50 29
64 4 45
45 1 86
17 30 50
11 32 10
65 18 74
5 11 51
8 24 52
70 32 22
68 14 78
48 78 3
63 56 6
55 69 3
63 52 50
5 20 80
30 9 34
70 57 95
10 53 44
66 15 55
15 32 95
82 4 44
63 33 98
8 62 4
20 19 40
55 24 49
17 21 70
43 71 20
37 0 2
17 34 86
17 46 22
74 4 65
50 60 66
19 67 56
75 81 96
21 55 15
56 22 97
31 29 45
70 68 8
47 80 78
81 55 78
42 66 35
68 8 54
74 56 82
46 57 38
43 72 96
7 17 98
29 20 31
81 78 29
79 27 46
12 61 27
0 61 65
6 15 93
39 48 44
38 67 4
75 7 55
8 76 7
48 15 94
25 62 95
69 28 91
61 53 38
56 25 85
66 23 72
2 65 43
48 42 84
2 51 55
40 75 82
9 79 52
46 43 1
27 53 10
31 69 97
65 37 89
48 29 59
3 64 11
33 17 39
49 10 32
24 65 14
74 79 31
66 49 53
52 33 86
3 43 60
62 72 97
28 30 37
66 8 59
9 82 68
64 59 94
40 30 71
62 70 93
37 68 57
64 51 28
16 22 67
82 63 80
59 72 94
63 4 62
82 42 67
71 11 65
55 8 22
58 25 58
14 42 3
17 73 48
17 14 0
22 77 92
26 0 53
34 2 29
40 5 27
55 6 39
25 56 15
8 17 31
43 18 94
18 29 0
82 78 4
67 24 73
8 12 56
14 53 35
29 65 30
57 58 78
56 47 79
54 75 90
9 21 95
67 30 84
44 42 13
21 37 60
4 10 87
16 81 2
52 82 75
69 43 72
47 45 93
44 54 1
11 70 12
42 56 15
26 58 8
38 73 88
39 18 82
5 50 19
20 15 51
62 24 99
16 39
15 7 58
1 9 91
0 15 91
9 8 7
8 15 87
15 9 35
5 2 59
3 5 51
2 3 77
1 7 55
9 0 35
6 0 6
6 7 51
11 5 83
13 0 87
15 10 8
11 9 48
9 7 49
8 10 41
5 9 49
7 10 33
4 3 35
4 9 12
4 11 31
2 10 75
10 9 36
8 1 89
0 6 11
4 7 57
4 14 20
3 13 1
15 8 97
14 15 12
8 14 21
13 1 54
0 11 48
0 6 72
14 7 18
3 4 77
50 990
23 33 47
4 19 67
33 39 7
17 22 87
42 36 78
30 22 20
7 12 86
7 46 56
11 23 49
45 37 88
32 33 5
9 19 68
22 47 29
3 17 5
24 5 23
9 32 62
43 22 58
35 23 7
3 15 41
37 13 30
12 48 17
4 41 44
7 41 77
35 7 99
20 41 4
13 48 8
35 41 71
26 13 47
25 36 14
3 6 47
14 41 48
35 3 46
49 23 94
13 26 90
44 17 24
40 34 40
20 21 32
5 6 77
48 34 95
12 0 86
12 4 31
41 15 83
43 45 4
24 12 73
26 19 18
42 2 97
2 3 50
40 9 94
45 5 92
21 36 70
17 8 90
8 40 15
32 20 46
43 48 69
43 37 92
31 14 37
11 36 7
27 9 23
2 25 78
16 49 23
20 36 76
43 21 47
34 16 11
9 2 50
6 40 62
15 6 71
41 25 28
46 33 15
15 10 54
11 3 84
8 29 29
13 28 42
6 16 40
23 3 85
34 16 77
38 18 33
13 26 91
45 22 20
31 47 34
34 16 34
39 29 34
26 29 20
36 8 61
27 28 38
32 48 24
38 49 27
31 23 17
25 34 48
42 48 22
45 41 0
0 10 8
13 36 2
44 26 14
3 37 73
36 23 85
39 30 96
47 42 42
35 32 0
