82 2070
17 30 48
37 17 46
18 23 2
38 67 17
6 15 60
62 2 67
77 54 71
36 44 63
23 20 38
16 66 98
18 80 36
1 36 11
50 74 46
6 75 29
36 26 13
0 75 92
4 8 49
65 29 15
64 26 18
70 41 22
63 41 95
80 4 56
79 35 69
26 0 27
77 78 40
13 1 1
22 33 9
78 58 97
25 60 41
46 50 76
58 7 79
7 21 28
17 75 16
35 16 92
12 0 13
79 39 21
62 25 34
62 4 55
32 67 81
75 36 97
26 22 13
46 58 10
80 28 97
68 6 76
80 61 88
8 16 59
75 26 95
2 34 69
22 35 21
73 4 78
8 49 60
60 17 53
46 33 91
12 20 1
77 76 8
31 26 72
33 51 29
38 17 82
7 37 21
60 41 16
49 19 58
65 30 31
2 61 48
71 53 43
26 12 7
28 47 5
55 69 5
45 37 89
4 66 47
81 31 47
8 70 9
78 30 90
12 10 62
78 67 2
34 25 75
51 64 1
1 40 34
13 14 18
59 65 93
44 45 12
37 55 50
32 63 52
59 49 77
53 2 28
27 0 65
44 61 35
1 65 17
54 49 75
69 78 4
74 11 85
35 29 43
58 4 6
52 27 92
5 27 10
46 58 82
65 37 77
41 74 98
64 62 80
23 5 34
65 74 98
71 26 44
55 48 2
31 26 90
36 48 17
2 63 94
60 50 43
31 22 13
6 17 54
76 24 15
4 31 36
37 45 78
9 1 49
63 61 95
68 28 86
38 40 30
43 54 71
30 64 9
60 71 74
19 7 56
58 28 14
19 67 16
49 70 23
60 40 11
8 76 10
71 1 26
25 29 5
7 9 29
3 28 39
54 49 94
7 54 32
5 34 68
13 53 45
20 17 13
27 45 48
52 22 39
21 16 67
14 19 77
76 17 41
19 17 19
23 29 96
74 32 18
46 75 75
36 37 79
29 6 83
51 79 73
12 71 95
53 55 25
19 34 53
60 40 98
1 72 98
6 67 59
78 27 18
23 66 9
8 62 3
73 1 46
15 76 89
79 76 94
6 74 57
34 29 18
58 57 62
34 59 5
26 5 9
45 52 71
3 66 70
14 40 13
62 3 3
19 46 87
36 24 71
0 70 54
10 39 83
67 69 92
54 48 21
80 7 86
66 15 49
40 60 24
51 80 89
16 14 99
80 2 78
2 1 49
45 17 84
49 44 0
57 79 1
39 34 70
76 22 22
0 20 16
10 76 6
6 15 0
8 5 79
65 4 70
14 31 21
36 24 50
42 21 30
17 47 47
75 59 89
62 56 92
0 35 89
35 67 94
74 47 75
25 14 11
45 59 61
40 10 45
30 81 6
1 49 9
61 2 19
23 6 45
72 5 40
28 14 17
70 56 55
63 48 96
33 75 65
47 11 74
72 58 89
33 67 87
80 49 49
15 79 93
24 74 38
59 11 27
68 57 83
71 48 25
27 40 98
55 71 77
38 19 4
67 40 90
79 43 41
75 8 22
21 81 28
13 68 82
55 76 36
17 40 21
5 22 66
4 59 82
10 30 20
74 52 62
66 59 74
50 78 63
65 17 62
62 4 44
18 58 29
14 44 77
64 81 32
23 27 66
69 34 49
46 68 10
27 62 68
42 40 95
56 1 0
35 11 85
52 69 54
69 2 81
55 48 75
47 5 30
3 68 35
3 40 86
4 30 14
69 1 50
40 1 75
12 73 76
14 12 87
19 54 39
55 60 38
51 35 69
46 18 82
14 13 11
3 78 69
23 25 15
64 17 38
60 36 2
32 25 10
27 50 16
60 70 28
4 47 29
81 36 36
18 64 23
34 74 30
26 66 1
2 47 67
26 3 20
44 77 23
72 35 22
15 18 61
68 12 86
63 56 94
50 79 74
81 33 27
51 37 2
21 56 42
36 16 45
67 51 31
76 44 3
31 10 83
15 3 11
8 56 13
34 59 69
27 0 27
14 32 73
67 2 74
75 46 27
50 8 77
33 15 81
27 45 43
79 14 86
22 21 0
37 49 50
71 25 40
30 16 80
11 27 89
17 22 28
12 51 18
11 27 54
37 34 98
78 2 45
29 31 51
38 7 42
20 9 90
21 29 16
11 56 33
11 8 45
46 25 69
8 16 7
30 1 76
50 71 13
3 72 89
10 37 0
78 42 31
16 46 71
11 57 87
44 57 76
65 36 10
77 7 55
70 61 93
74 58 73
52 37 18
76 31 13
65 34 5
28 6 87
46 37 54
77 66 17
56 75 39
16 18 66
31 25 17
64 77 71
39 46 93
38 13 10
27 2 82
74 45 22
57 21 52
41 48 81
51 22 24
45 50 83
27 60 95
55 16 66
77 56 67
53 68 89
34 10 19
3 28 75
2 21 79
11 65 3
50 47 25
18 47 52
23 54 31
52 68 82
17 6 76
45 3 33
4 77 83
42 37 65
65 49 28
48 53 71
71 42 64
3 34 95
30 76 48
43 20 36
64 81 17
69 75 33
56 21 61
19 78 43
49 46 11
42 59 66
31 42 11
8 32 83
13 30 94
75 54 88
73 28 65
76 39 98
61 70 54
72 0 12
20 10 10
42 4 74
81 14 89
45 71 82
27 35 30
65 15 0
51 65 79
59 11 6
17 51 19
70 27 30
54 61 37
7 79 63
75 71 16
63 70 7
58 5 88
57 3 70
70 37 84
64 38 93
52 56 42
10 48 7
71 75 25
6 24 79
43 65 78
44 32 41
29 8 77
4 35 69
17 47 11
70 8 97
18 44 70
1 4 57
17 15 91
22 64 82
10 35 13
21 3 32
45 57 11
6 27 66
32 2 48
8 28 2
68 35 68
9 33 76
27 62 22
50 64 39
20 77 21
2 62 73
23 33 52
70 68 15
41 56 93
23 52 23
16 69 42
54 68 31
17 27 18
62 31 60
16 39 83
24 34 64
45 11 83
56 69 74
36 0 62
67 32 88
61 2 46
4 72 77
57 44 93
48 44 53
42 78 56
53 80 13
46 34 83
61 68 12
73 72 8
75 33 46
79 57 2
29 13 92
26 47 70
78 33 60
42 57 16
38 6 41
2 77 1
33 44 19
10 11 0
79 58 78
47 36 50
5 52 48
15 70 74
71 2 44
37 29 92
50 5 14
73 15 43
76 32 58
16 45 51
26 27 85
78 75 3
28 72 45
68 45 3
35 47 66
31 43 97
17 29 11
44 40 45
30 71 31
32 62 43
59 29 85
22 36 98
19 81 49
39 50 48
81 65 53
25 67 24
25 41 43
23 49 98
31 48 61
42 37 98
21 59 43
17 28 0
43 20 0
12 56 79
0 36 53
75 6 1
15 68 74
76 66 38
75 80 27
69 39 48
28 35 16
73 68 86
66 49 88
49 11 71
19 79 69
66 35 5
58 29 9
74 81 53
81 38 39
69 65 75
19 80 13
54 78 36
53 39 10
20 48 89
70 61 94
74 62 77
36 80 22
23 29 55
33 45 13
33 55 21
16 28 14
67 23 71
37 67 76
34 32 48
33 19 45
20 59 89
8 27 67
16 32 60
18 32 81
76 55 41
74 38 32
49 78 15
63 11 35
72 20 64
62 35 64
25 8 22
31 67 97
38 36 42
76 18 83
80 39 72
20 29 59
48 32 3
77 81 44
80 39 23
32 68 93
38 13 70
21 3 46
32 53 98
48 75 3
51 70 84
43 44 79
73 0 27
4 71 60
16 0 19
31 8 66
75 36 52
7 9 60
30 55 51
51 62 13
59 22 34
65 40 80
55 71 11
9 50 10
62 57 61
28 19 0
14 64 46
35 48 99
52 58 51
25 71 0
3 11 58
47 49 92
38 25 80
59 51 81
55 51 10
59 68 36
38 13 27
78 23 51
18 38 29
29 50 0
37 14 12
15 27 40
52 21 10
72 48 13
75 32 98
79 58 39
54 63 99
29 9 14
35 11 4
42 61 7
12 26 86
6 31 30
2 18 31
4 1 4
79 44 74
29 4 23
23 17 90
48 55 55
65 0 95
49 68 27
27 64 51
49 2 91
15 63 45
81 65 81
41 17 82
22 14 84
49 19 36
2 32 20
28 44 29
58 12 59
53 80 99
71 5 88
72 45 87
7 22 37
74 30 29
7 72 14
63 65 38
15 16 80
59 7 84
77 73 59
65 66 47
72 36 25
57 42 81
18 33 45
25 61 76
11 2 60
47 8 97
23 81 9
36 15 54
30 43 57
76 72 32
55 32 53
5 22 77
54 30 29
70 66 48
68 42 85
9 40 62
29 52 72
10 55 84
64 11 90
21 17 52
57 72 34
15 31 90
17 59 59
58 41 35
17 52 54
10 55 55
35 52 91
18 21 25
31 49 58
69 50 99
11 53 69
42 78 11
13 50 30
30 19 21
58 40 7
45 37 8
25 7 45
51 16 77
21 32 60
48 31 46
5 54 38
43 61 54
63 72 21
15 0 0
10 63 32
46 67 18
57 32 49
10 71 78
14 66 26
39 62 39
34 31 60
67 25 90
38 65 35
66 55 95
2 74 56
30 21 58
10 49 26
68 66 66
66 15 66
78 44 86
64 36 37
30 53 48
24 13 2
46 48 10
61 1 90
18 51 16
66 72 1
72 55 69
28 41 85
72 71 56
4 52 20
63 32 38
54 31 2
55 71 65
78 70 27
11 28 29
60 57 68
26 15 51
68 22 56
46 58 12
66 4 48
67 50 50
52 68 32
73 79 11
80 52 85
20 43 33
47 18 29
78 51 54
3 18 97
62 63 40
41 69 8
20 13 22
38 14 98
19 25 46
3 46 23
2 58 71
6 45 63
4 42 89
80 38 79
73 13 37
58 23 17
64 29 78
23 14 99
54 66 13
77 40 26
77 1 80
63 21 84
2 59 19
79 57 59
48 41 41
56 42 9
64 44 23
19 73 99
59 21 40
14 60 79
70 14 41
21 59 33
60 47 70
13 64 22
61 66 50
54 12 8
13 16 32
48 22 84
13 34 80
55 7 51
43 31 6
47 2 79
31 21 14
28 19 19
22 37 90
10 31 58
74 81 58
26 29 76
3 21 49
32 43 88
36 34 57
55 0 23
21 63 0
26 11 4
68 69 49
51 78 61
35 19 98
61 40 90
36 27 77
1 59 75
80 0 76
18 0 52
57 48 41
80 71 99
76 55 77
41 4 38
80 7 57
15 0 58
43 78 94
18 38 24
21 37 13
68 2 97
37 1 75
76 19 61
16 59 11
35 6 53
7 39 17
11 4 0
12 67 90
39 45 3
33 41 80
10 28 54
60 46 29
28 52 85
56 46 51
79 38 31
76 45 36
79 47 2
51 46 38
54 35 28
28 21 31
2 28 10
54 57 4
25 20 31
81 37 78
71 38 94
55 29 67
11 33 34
51 56 39
34 55 28
46 17 54
43 25 3
53 4 63
35 53 19
42 44 24
37 36 41
24 45 3
57 74 80
54 25 70
4 53 73
10 80 76
80 73 83
53 37 36
20 18 32
79 20 47
1 29 43
20 45 46
16 79 77
4 74 12
2 11 28
20 77 41
16 23 60
46 40 59
20 4 38
46 55 72
52 64 76
22 57 39
75 9 37
59 9 21
11 28 83
52 4 41
33 56 50
59 13 38
45 79 69
12 70 82
39 78 92
58 40 28
77 37 71
36 47 63
0 66 73
62 73 33
22 63 33
34 30 44
37 76 35
31 77 20
0 19 23
75 61 14
46 31 93
52 22 95
48 39 60
1 7 64
21 72 1
10 49 69
55 30 93
49 24 14
71 52 40
78 41 43
55 68 98
66 48 34
46 9 78
80 16 76
29 17 28
81 73 65
65 52 19
44 10 27
66 67 1
25 49 15
77 54 15
71 63 34
52 72 51
64 19 40
35 78 78
76 49 71
4 16 21
15 35 3
10 23 19
62 20 59
44 7 11
57 43 20
8 43 80
10 66 43
45 40 49
46 37 93
53 66 8
55 66 44
0 26 56
27 75 50
33 25 64
77 23 12
18 31 22
27 47 91
69 78 70
3 57 94
8 24 55
16 52 12
1 2 60
22 12 43
5 55 77
55 58 92
73 66 34
32 28 22
53 4 44
67 39 47
34 8 36
58 78 34
32 9 27
32 37 57
28 40 72
8 48 0
80 46 13
21 69 59
18 42 55
78 37 31
29 31 35
66 80 77
70 29 18
0 77 68
22 35 11
76 41 71
39 69 47
50 66 83
69 56 25
9 0 85
48 33 38
80 71 0
34 67 2
45 22 59
52 14 39
35 74 0
74 54 67
50 76 10
32 41 54
27 60 4
47 11 8
13 38 56
30 74 0
73 30 20
45 8 63
69 0 7
9 68 81
51 29 22
11 45 35
12 29 4
60 70 94
21 67 17
3 9 17
49 29 44
80 77 47
21 60 36
17 42 39
52 70 0
4 11 61
79 65 4
73 56 8
77 72 14
79 32 3
51 47 86
71 25 72
28 6 8
10 50 33
4 12 63
8 49 48
50 31 25
28 27 56
52 76 9
72 54 94
42 15 40
21 59 44
71 0 35
1 5 60
29 81 12
11 26 54
12 78 45
81 31 11
44 8 66
37 56 64
49 50 15
80 20 80
10 54 26
79 59 36
25 2 5
48 60 90
75 59 41
39 2 66
35 24 91
81 7 2
50 75 68
19 20 56
39 69 38
45 69 21
49 45 14
27 51 56
35 26 6
25 74 20
17 11 12
63 57 63
8 26 53
47 30 26
4 39 2
38 48 77
70 74 53
21 9 66
46 30 74
16 12 3
44 51 62
26 58 44
29 59 46
4 57 90
11 19 95
56 66 55
38 40 96
61 74 88
74 35 25
16 42 61
72 71 20
15 22 61
81 62 95
73 60 88
44 30 2
55 70 57
36 73 38
52 19 15
20 70 84
70 25 70
2 13 3
34 57 80
52 66 12
16 48 38
53 3 31
77 14 15
8 70 47
20 72 49
6 18 46
9 79 63
35 9 55
57 52 53
51 7 16
60 56 36
8 34 46
11 53 67
60 15 4
4 28 83
50 73 11
25 74 83
26 79 74
60 14 30
8 64 55
12 7 65
33 19 17
39 36 67
2 73 98
51 39 69
51 79 82
39 36 12
20 74 91
22 24 96
67 62 36
12 68 74
0 75 9
48 51 29
52 8 25
27 65 3
45 40 43
54 63 16
23 37 99
40 25 79
38 32 81
39 67 43
32 25 84
67 14 25
52 62 19
47 58 18
55 37 92
13 55 79
72 47 22
47 55 37
45 79 53
40 16 40
54 40 0
2 41 85
28 2 91
38 50 2
70 81 56
53 78 80
54 62 19
73 24 25
14 15 96
42 68 34
31 7 66
26 13 42
53 43 80
31 3 1
61 30 17
61 71 10
21 69 3
37 55 67
7 15 16
53 57 53
53 18 56
68 1 94
67 18 90
16 23 38
53 25 93
12 63 26
3 20 44
32 38 91
14 21 83
50 78 8
72 54 59
50 58 40
69 64 28
31 38 22
3 56 78
45 33 7
14 7 60
45 42 45
66 27 72
19 61 59
48 1 32
26 56 40
12 66 19
46 34 36
57 51 78
43 52 67
70 31 91
12 67 10
39 45 20
72 44 55
68 75 41
80 62 52
41 2 23
25 71 98
56 69 51
73 28 64
18 69 7
43 7 17
43 61 46
67 70 47
22 52 85
4 68 86
54 79 67
43 19 79
61 13 85
37 51 53
66 65 81
4 50 56
58 38 28
37 16 25
0 3 97
12 62 24
76 19 47
2 17 95
76 1 97
53 12 79
75 5 53
28 52 19
58 36 65
57 23 15
31 61 83
57 36 25
65 72 2
43 53 63
53 52 79
8 67 74
69 6 65
61 65 14
35 79 83
10 68 24
63 27 97
17 19 1
46 77 94
73 45 30
21 60 66
7 22 69
48 22 96
58 12 54
8 21 2
40 64 63
53 51 34
26 64 28
63 23 69
42 9 78
32 10 80
5 18 51
55 60 33
47 44 71
48 5 56
38 70 64
24 72 73
21 41 89
11 68 93
39 14 86
40 7 18
55 67 67
14 48 2
79 65 42
59 18 84
16 20 4
31 3 29
59 66 31
23 64 2
22 71 98
71 3 18
75 60 83
59 16 73
9 26 47
9 25 69
31 12 42
19 29 28
16 3 19
19 53 76
9 80 19
7 8 66
53 10 19
49 48 23
62 41 93
1 58 74
0 75 8
28 4 14
42 73 3
66 29 6
71 18 13
35 75 80
65 39 21
75 15 30
19 48 88
73 45 86
74 9 87
65 19 88
71 55 14
49 45 35
59 42 51
32 38 82
24 75 82
77 3 7
56 52 48
53 50 41
4 67 43
63 6 96
29 66 18
44 61 81
31 39 23
11 12 1
70 80 46
8 47 49
16 64 81
78 69 99
48 3 50
39 54 44
7 36 10
24 9 97
22 14 36
52 66 90
15 9 36
31 53 66
53 25 96
9 52 83
30 63 45
76 19 10
25 68 79
10 62 81
81 42 25
65 80 89
74 46 39
54 60 24
24 63 81
12 29 94
15 41 15
29 67 69
59 56 34
66 68 22
80 49 85
10 17 28
10 59 23
31 20 30
70 13 34
53 48 78
77 31 95
81 78 96
71 16 22
36 74 49
24 0 20
78 14 40
25 46 74
39 49 58
2 22 61
24 52 86
39 4 59
45 15 42
17 4 29
70 20 35
67 9 83
8 27 35
6 58 71
18 60 56
8 29 58
66 17 88
72 52 89
13 40 95
22 69 72
1 55 34
32 72 47
31 68 86
64 46 26
77 29 66
11 50 78
36 29 73
79 41 28
14 6 34
52 34 47
57 80 29
30 54 99
27 50 43
61 21 70
11 67 67
72 80 80
26 76 22
20 66 78
61 58 96
58 17 34
41 62 49
28 5 98
20 65 19
4 33 76
45 24 40
45 33 45
46 35 63
56 79 19
22 33 8
26 52 24
74 20 5
45 11 63
19 34 76
35 34 18
51 33 51
62 18 64
34 15 3
25 19 6
55 66 95
7 25 7
68 66 64
12 49 36
75 25 97
19 75 25
26 30 94
73 34 12
15 19 61
73 30 36
55 23 27
77 15 80
29 27 51
49 36 8
57 78 34
21 69 96
66 71 51
23 55 66
23 53 29
42 22 0
37 28 7
26 81 45
26 14 76
42 78 73
16 40 60
69 17 94
65 62 5
43 67 82
76 14 89
73 39 84
9 28 0
22 16 97
44 29 38
39 19 47
58 28 38
11 35 76
64 6 81
48 80 54
15 47 65
67 56 88
13 61 32
47 28 70
66 15 51
34 47 8
12 75 68
72 22 98
68 63 26
75 64 8
43 72 95
9 15 46
20 64 76
8 1 67
43 26 37
43 44 70
75 13 0
10 17 38
74 8 75
31 76 93
55 20 65
38 45 97
28 53 17
15 13 32
41 18 67
51 58 52
68 54 52
49 53 33
30 32 41
25 21 48
49 53 17
69 28 59
25 59 24
15 49 86
65 43 49
4 33 14
65 5 52
0 2 66
35 50 26
31 5 9
69 2 71
62 43 17
50 16 39
63 27 83
41 81 99
27 75 57
7 54 44
7 65 17
70 52 97
28 42 57
60 35 75
22 0 16
49 76 35
41 69 3
47 75 96
16 40 9
13 63 56
6 52 72
81 6 24
34 77 44
11 55 31
27 6 84
52 50 96
48 60 10
60 2 44
30 49 3
60 26 31
15 35 65
27 56 74
31 26 41
52 48 37
40 72 55
23 4 15
34 74 18
29 5 12
52 41 73
41 77 52
74 52 73
55 16 4
52 38 85
68 63 95
20 68 66
17 57 56
79 30 0
6 7 42
78 63 19
66 38 41
1 60 86
40 41 69
74 2 7
65 14 58
43 14 11
3 74 72
28 64 30
24 59 94
61 69 95
18 33 34
28 76 88
14 8 79
69 10 3
24 8 98
70 28 85
49 34 11
44 63 75
73 26 53
60 15 51
12 68 37
38 20 44
14 33 97
56 47 87
81 47 81
48 50 90
71 22 42
68 29 43
53 13 14
35 2 14
52 78 34
30 4 77
73 56 2
3 50 75
68 13 71
63 68 53
19 67 48
46 78 79
5 44 69
25 57 43
0 26 42
67 21 66
1 60 24
66 55 39
7 70 45
11 78 76
29 51 14
21 75 0
69 25 6
0 81 71
44 24 17
14 44 53
53 30 95
4 42 41
45 79 25
27 60 52
81 15 96
13 22 34
26 34 78
62 39 35
12 31 15
39 80 70
76 11 24
38 4 3
36 65 83
14 72 78
1 28 29
14 36 1
77 21 9
35 50 44
20 55 29
44 58 29
35 56 69
48 16 55
18 60 26
9 72 32
71 16 29
34 14 41
43 75 76
0 66 22
72 81 0
31 66 4
36 60 41
65 38 91
54 66 78
21 19 12
62 80 50
45 68 38
33 5 23
55 14 35
8 81 76
50 66 52
60 49 73
19 20 79
65 55 6
47 46 24
6 42 2
8 80 33
27 58 51
38 0 25
57 52 71
73 22 94
0 80 36
56 36 66
9 74 87
78 60 27
81 48 20
11 20 50
34 25 24
77 59 62
13 57 4
21 68 57
41 19 66
27 49 33
60 25 32
66 28 59
1 32 20
74 21 46
0 74 81
41 55 97
13 25 34
37 58 21
12 31 34
80 42 72
60 37 10
36 41 69
27 77 36
19 26 45
55 16 70
34 36 68
51 9 5
74 30 91
54 45 42
75 77 48
2 0 2
74 35 61
33 23 61
43 16 64
45 34 88
76 19 30
35 26 19
11 75 88
80 72 78
21 27 98
11 8 6
54 23 27
55 10 62
32 47 19
1 41 94
37 3 87
66 36 5
5 35 53
2 28 2
73 39 35
60 11 9
14 43 7
43 36 4
70 33 23
72 81 90
72 12 38
72 66 53
18 81 53
58 36 77
33 431
10 0 2
27 32 58
23 4 44
31 30 89
5 7 92
7 26 4
10 11 65
32 19 21
25 4 76
25 3 92
24 18 84
2 20 23
29 11 82
5 21 42
16 10 23
5 2 85
23 20 32
32 8 42
6 2 88
19 10 56
12 31 33
16 29 32
12 22 2
0 28 16
15 21 58
12 18 73
12 3 91
12 19 34
26 18 33
24 12 61
0 19 38
17 18 14
25 15 69
16 21 73
28 22 43
15 18 50
24 8 23
10 1 45
28 7 85
2 23 91
26 23 57
7 23 59
7 28 89
2 12 45
18 28 94
5 28 34
31 2 15
16 15 46
31 30 86
16 14 78
25 2 62
29 16 51
14 28 28
30 6 32
23 25 13
25 1 54
10 31 74
23 31 96
7 25 8
14 25 45
10 32 24
29 6 11
10 12 92
28 16 44
30 8 57
20 3 52
27 4 44
32 29 22
15 16 86
0 25 22
7 14 60
28 7 75
23 12 98
29 25 15
7 0 37
18 1 87
0 8 34
5 0 96
3 16 30
31 0 6
17 16 95
14 8 56
24 26 21
0 30 92
20 4 92
12 23 84
17 26 30
21 3 38
7 27 3
10 25 70
24 13 36
10 12 71
18 11 50
6 22 54
29 30 93
10 29 54
21 5 9
3 0 42
4 13 68
4 21 22
32 5 58
16 31 48
26 32 19
8 31 38
29 21 53
0 28 37
24 27 0
2 1 95
11 20 53
13 15 92
16 19 54
29 4 63
21 30 72
9 23 98
3 15 11
15 8 74
6 28 0
9 11 45
24 26 35
10 2 21
21 3 48
32 12 44
5 17 72
16 0 86
29 4 55
1 26 82
2 17 57
0 29 33
28 3 84
1 25 28
24 14 46
31 24 2
31 19 38
11 0 85
12 8 48
31 16 85
29 14 0
32 24 24
15 20 88
3 5 42
9 32 29
3 6 5
14 11 90
22 11 76
8 29 23
25 16 43
6 16 95
6 24 9
15 11 92
11 31 72
13 9 3
19 17 12
9 19 11
20 5 45
14 24 39
21 28 28
2 23 77
24 4 1
19 1 77
4 19 49
12 19 83
13 2 54
22 11 15
15 23 13
18 32 19
32 7 81
13 19 1
12 7 3
7 25 8
1 15 27
24 13 84
30 32 68
26 4 57
6 13 49
7 14 48
30 20 96
8 27 72
15 32 75
10 24 5
27 20 58
28 13 11
3 19 4
27 13 47
19 14 36
28 6 75
32 19 30
8 25 51
27 14 14
23 31 46
27 23 80
19 3 31
2 25 77
19 18 14
3 25 63
0 4 43
9 8 52
1 13 41
25 0 49
1 25 22
28 24 32
16 24 79
1 6 82
4 29 6
6 19 62
28 23 71
5 30 48
31 11 50
2 25 84
8 6 13
12 25 82
4 9 0
19 3 2
26 22 61
28 10 99
27 12 93
28 22 55
23 17 43
26 2 96
16 20 26
31 23 92
1 21 26
12 32 53
13 22 1
4 3 39
12 18 70
19 4 95
11 0 0
29 30 54
16 0 4
11 23 82
4 14 63
8 14 28
20 14 94
28 21 64
26 31 62
22 0 2
12 18 25
11 6 50
8 27 39
4 13 59
7 8 35
3 29 94
29 15 1
27 16 73
27 30 87
23 27 41
14 2 54
14 30 37
24 6 28
21 18 48
21 12 62
3 20 2
13 6 17
24 16 95
1 25 24
7 31 89
27 22 19
18 19 14
30 11 95
15 21 88
32 25 0
